Logistics cost — FY2026 (draft) — do not circulate,,,,,,,,
,,,,,,,,
Carrier Code,Lane,Fiscal Week,Ship Date,freight_cost,Fuel Surcharge,Accessorials,Unnamed: 7,Notes
BRFR,LANE-06,FY2026-W08,2026-03-26,1624.94,284.76,20.08,,"split shipment, one pallet held at origin"
BRFR,LANE-06,FY2026-W08,2026-03-26,1348.08,183.62,130.46,,
BRFR ,LANE-07,FY2026-W08,2026-03-26,7943.57,1127.64,42.67,,
BRFR,LANE-08,FY2026-W08,2026-03-27,5467.28,659.15,187.34,,
BRFR,LANE-08,FY2026-W08,2026-03-24,6019.40,928.80,259.54,,
BRFR,LANE-09,FY2026-W08,2026-03-26,7797.60,912.62,106.99,,"residential surcharge, disputed"
BRFR,LANE-09,FY2026-W08,2026-03-23,8732.53,1358.18,276.04,,"estimate, invoice not received"
BRFR,LANE-10,FY2026-W08,2026-03-23,4637.78,687.21,265.45,,"split shipment, one pallet held at origin"
BRFR,LANE-11,FY2026-W08,2026-03-28,4564.77,509.72,302.09,,
BRFR,LANE-12,FY2026-W08,2026-03-23,5524.99,565.41,196.72,,
BRFR ,LANE-13,FY2026-W08,2026-03-28,2453.67,311.51,69.35,,"lane closed for two days, volume moved"
BRFR,LANE-13,FY2026-W08,2026-03-26,2109.07,298.44,326.53,,
BRFR,LANE-13,FY2026-W08,2026-03-22,3804.69,469.11,136.69,,
BRFR,LANE-14,FY2026-W08,2026-03-28,1387.15,230.68,324.64,,
BRFR,LANE-15,FY2026-W08,2026-03-23,8380.78,961.55,156.73,,
BRFR,LANE-16,FY2026-W08,2026-03-25,8322.74,1285.82,203.13,,
BRFR,LANE-17,FY2026-W08,2026-03-23,6140.92,850.31,216.36,,
BRFR,LANE-18,FY2026-W08,2026-03-23,2752.90,437.82,49.71,,
BRFR ,LANE-19,FY2026-W08,2026-03-28,2409.48,318.26,153.70,,
BRFR,LANE-20,FY2026-W08,2026-03-28,1415.81,159.38,237.28,,"estimate, invoice not received"
BRFR,LANE-01,FY2026-W09,2026-03-31,4728.22,663.16,10.41,,
BRFR,LANE-02,FY2026-W09,2026-03-29,5288.86,602.19,223.49,,
BRFR,LANE-03,FY2026-W09,2026-04-02,8545.28,1435.78,100.66,,"estimate, invoice not received"
BRFR,LANE-04,FY2026-W09,2026-04-02,3769.67,392.46,284.53,,
BRFR,LANE-05,FY2026-W09,2026-04-04,5946.04,785.01,237.65,,
BRFR,LANE-06,FY2026-W09,2026-04-01,5577.56,824.39,228.26,,"residential surcharge, disputed"
BRFR ,LANE-07,FY2026-W09,2026-03-30,4434.99,488.39,225.37,,
BRFR,LANE-08,FY2026-W09,2026-03-31,4914.90,649.48,229.52,,
BRFR,LANE-09,FY2026-W09,2026-03-30,8380.07,1448.67,109.85,,
BRFR,LANE-10,FY2026-W09,2026-04-04,7461.10,993.97,78.33,,
BRFR,LANE-10,FY2026-W09,2026-03-30,4601.76,760.06,240.04,,"split shipment, one pallet held at origin"
BRFR,LANE-11,FY2026-W09,2026-04-01,2436.65,376.17,279.00,,"estimate, invoice not received"
BRFR,LANE-12,FY2026-W09,2026-04-03,9767.20,1727.67,213.13,,
BRFR,LANE-13,FY2026-W09,2026-03-30,4093.04,459.24,224.75,,
BRFR,LANE-14,FY2026-W09,2026-03-31,463.80,61.89,209.98,,"estimate, invoice not received"
BRFR,LANE-15,FY2026-W09,2026-04-03,8394.42,1432.51,336.08,,
BRFR,LANE-15,FY2026-W09,2026-04-03,6173.67,633.48,32.70,,carrier credit applied
BRFR,LANE-15,FY2026-W09,2026-04-04,9072.22,1016.14,163.64,,"residential surcharge, disputed"
BRFR,LANE-16,FY2026-W09,2026-03-30,1999.77,281.68,334.95,,carrier credit applied
BRFR,LANE-16,FY2026-W09,2026-04-04,3474.48,463.76,202.13,,"estimate, invoice not received"
BRFR,LANE-17,FY2026-W09,2026-04-03,7874.44,797.91,36.40,,"lane closed for two days, volume moved"
BRFR,LANE-18,FY2026-W09,2026-04-04,1637.23,254.91,335.72,,
BRFR,LANE-19,FY2026-W09,2026-03-31,5800.03,830.19,180.00,,carrier credit applied
BRFR,LANE-20,FY2026-W09,2026-03-30,580.67,88.16,38.77,,"split shipment, one pallet held at origin"
BRFR,Subtotal,FY2026-P02,,622302.25,85760.80,22189.47,,
PLPC,LANE-15,FY2026-W05,2026-03-04,7110.04,797.97,334.29,,"residential surcharge, disputed"
PLPC,LANE-16,FY2026-W05,2026-03-03,679.97,79.38,158.75,,
PLPC,LANE-17,FY2026-W05,2026-03-04,8518.73,1238.91,74.84,,
PLPC,LANE-18,FY2026-W05,2026-03-03,976.95,106.86,320.35,,
PLPC,LANE-19,FY2026-W05,2026-03-03,6764.38,787.54,249.24,,"split shipment, one pallet held at origin"
PLPC,LANE-20,FY2026-W05,2026-03-03,3214.13,555.10,297.54,,
PLPC,LANE-21,FY2026-W05,2026-03-02,1052.06,165.50,219.69,,"lane closed for two days, volume moved"
PLPC,LANE-22,FY2026-W05,2026-03-01,7482.72,976.14,331.63,,
PLPC,LANE-23,FY2026-W05,2026-03-01,472.97,57.63,215.17,,
PLPC,LANE-24,FY2026-W05,2026-03-04,2733.87,424.88,33.20,,
PLPC,LANE-25,FY2026-W05,2026-03-04,3499.14,539.86,62.29,,"re-rated, see ticket SC-1182"
PLPC,LANE-26,FY2026-W05,2026-03-03,8766.33,982.93,334.28,,
PLPC,LANE-26,FY2026-W05,2026-03-03,5602.12,892.13,236.01,,
PLPC,LANE-27,FY2026-W05,2026-03-04,5578.63,787.83,281.24,,carrier credit applied
PLPC,LANE-28,FY2026-W05,2026-03-02,8236.49,862.46,315.99,,
PLPC,LANE-29,FY2026-W05,2026-03-07,767.83,120.28,151.30,,
PLPC,LANE-30,FY2026-W05,2026-03-05,8035.42,1105.20,265.94,,
PLPC,LANE-31,FY2026-W05,2026-03-01,8303.26,1433.86,202.03,,"residential surcharge, disputed"
PLPC,LANE-32,FY2026-W05,2026-03-02,6286.28,685.38,323.69,,
PLPC,LANE-33,FY2026-W05,2026-03-07,8304.33,898.20,166.58,,"split shipment, one pallet held at origin"
PLPC,LANE-34,FY2026-W05,2026-03-05,3459.46,554.07,63.46,,
PLPC,LANE-35,FY2026-W05,2026-03-01,8221.24,1323.24,129.53,,
PLPC,LANE-36,FY2026-W05,2026-03-07,6231.09,834.07,64.36,,
PLPC,LANE-37,FY2026-W05,2026-03-01,1516.42,152.77,115.90,,
PLPC,LANE-38,FY2026-W05,2026-03-06,9791.41,1605.85,181.49,,"split shipment, one pallet held at origin"
PLPC,LANE-15,FY2026-W06,2026-03-09,7473.35,810.03,130.77,,
PLPC,LANE-16,FY2026-W06,2026-03-12,7911.34,1089.99,255.61,,"residential surcharge, disputed"
PLPC,LANE-16,FY2026-W06,2026-03-12,8696.62,1244.90,212.19,,
PLPC,LANE-17,FY2026-W06,2026-03-08,7509.67,1106.88,184.95,,"re-rated, see ticket SC-1182"
PLPC,LANE-18,FY2026-W06,2026-03-09,2429.73,423.60,303.49,,
PLPC,LANE-19,FY2026-W06,2026-03-13,324.42,48.61,329.36,,"re-rated, see ticket SC-1182"
PLPC,LANE-20,FY2026-W06,2026-03-13,8496.12,978.79,249.35,,
PLPC,LANE-21,FY2026-W06,2026-03-10,1625.90,274.90,2.16,,
PLPC,LANE-22,FY2026-W06,2026-03-13,3578.23,588.21,218.37,,"weight query with the carrier
awaiting their reply before the accrual closes"
PLPC,LANE-23,FY2026-W06,2026-03-09,6771.46,953.83,12.10,,
PLPC,LANE-24,FY2026-W06,2026-03-13,2792.70,439.95,74.53,,
PLPC,LANE-25,FY2026-W06,2026-03-14,7764.17,1263.26,231.13,,
PLPC,LANE-26,FY2026-W06,2026-03-10,6281.59,996.93,237.89,,
PLPC,LANE-26,FY2026-W06,2026-03-09,8541.01,1167.93,277.83,,
PLPC,LANE-27,FY2026-W06,2026-03-14,4026.05,411.13,277.73,,
PLPC,LANE-28,FY2026-W06,2026-03-09,9275.74,1039.72,69.20,,
PLPC,LANE-29,FY2026-W06,2026-03-09,5874.73,781.28,170.69,,"lane closed for two days, volume moved"
PLPC,LANE-30,FY2026-W06,2026-03-12,4545.43,744.25,40.11,,
PLPC,LANE-31,FY2026-W06,2026-03-08,6723.80,821.88,255.94,,
PLPC,LANE-32,FY2026-W06,2026-03-14,6258.77,1094.61,311.66,,
PLPC,LANE-33,FY2026-W06,2026-03-13,1064.94,185.80,93.22,,
PLPC,LANE-34,FY2026-W06,2026-03-08,8969.63,1413.42,103.28,,
PLPC,LANE-35,FY2026-W06,2026-03-10,2946.23,487.60,27.15,,"estimate, invoice not received"
PLPC,LANE-36,FY2026-W06,2026-03-10,2579.36,404.77,271.94,,"residential surcharge, disputed"
PLPC,LANE-37,FY2026-W06,2026-03-09,1714.73,301.91,13.43,,
PLPC,LANE-38,FY2026-W06,2026-03-12,2889.88,327.18,40.40,,"estimate, invoice not received"
PLPC,LANE-15,FY2026-W07,2026-03-17,5012.21,513.63,87.89,,
PLPC,LANE-16,FY2026-W07,2026-03-16,6216.28,863.10,263.73,,"re-rated, see ticket SC-1182"
PLPC,LANE-16,FY2026-W07,2026-03-21,1076.12,164.80,104.84,,
PLPC,LANE-17,FY2026-W07,2026-03-18,6099.79,704.95,96.69,,
PLPC,LANE-17,FY2026-W07,2026-03-21,8438.04,847.77,288.19,,
PLPC,LANE-18,FY2026-W07,2026-03-19,1569.24,217.31,299.55,,"split shipment, one pallet held at origin"
PLPC,LANE-19,FY2026-W07,2026-03-15,8573.67,1491.86,192.72,,carrier credit applied
PLPC,LANE-20,FY2026-W07,2026-03-18,5750.94,735.04,48.32,,
PLPC,LANE-21,FY2026-W07,2026-03-19,3503.77,471.78,271.42,,
PLPC,LANE-22,FY2026-W07,2026-03-17,7710.04,931.77,57.20,,
PLPC,LANE-23,FY2026-W07,2026-03-16,8773.99,1285.25,246.22,,"split shipment, one pallet held at origin"
PLPC,LANE-23,FY2026-W07,2026-03-21,8409.02,854.82,0.30,,"re-rated, see ticket SC-1182"
PLPC,LANE-24,FY2026-W07,2026-03-16,2282.08,293.51,164.70,,"re-rated, see ticket SC-1182"
PLPC,LANE-24,FY2026-W07,2026-03-17,7239.81,1134.73,317.99,,
PLPC,LANE-25,FY2026-W07,2026-03-15,6390.89,642.68,266.31,,
PLPC,LANE-26,FY2026-W07,2026-03-19,2290.47,235.58,214.12,,"estimate, invoice not received"
PLPC,LANE-27,FY2026-W07,2026-03-18,4525.45,669.03,330.70,,
PLPC,LANE-28,FY2026-W07,2026-03-16,6237.94,976.33,308.24,,"split shipment, one pallet held at origin"
PLPC,LANE-28,FY2026-W07,2026-03-21,5832.36,616.93,136.67,,"estimate, invoice not received"
PLPC,LANE-29,FY2026-W07,2026-03-18,2660.49,310.23,51.49,,"lane closed for two days, volume moved"
PLPC,LANE-30,FY2026-W07,2026-03-15,915.17,149.42,65.64,,"estimate, invoice not received"
PLPC,LANE-30,FY2026-W07,2026-03-15,3303.93,413.13,196.65,,
PLPC,LANE-31,FY2026-W07,2026-03-16,2547.28,277.46,170.17,,
PLPC,LANE-32,FY2026-W07,2026-03-16,3281.12,393.27,277.59,,carrier credit applied
PLPC,LANE-33,FY2026-W07,2026-03-20,9097.93,1224.70,10.57,,
PLPC,LANE-34,FY2026-W07,2026-03-16,559.19,82.34,231.24,,
PLPC,LANE-35,FY2026-W07,2026-03-16,4767.66,588.55,95.19,,
PLPC,LANE-36,FY2026-W07,2026-03-16,8934.15,1293.62,298.65,,
PLPC,LANE-37,FY2026-W07,2026-03-16,1209.82,184.64,226.58,,"re-rated, see ticket SC-1182"
PLPC,LANE-37,FY2026-W07,2026-03-19,8289.88,969.29,61.57,,
PLPC,LANE-38,FY2026-W07,2026-03-18,2095.89,289.30,309.69,,"split shipment, one pallet held at origin"
PLPC,LANE-15,FY2026-W08,2026-03-27,9655.46,1361.54,61.87,,
PLPC,LANE-16,FY2026-W08,2026-03-23,4038.29,438.25,333.66,,carrier credit applied
PLPC,LANE-17,FY2026-W08,2026-03-24,7391.27,874.44,339.26,,
PLPC,LANE-18,FY2026-W08,2026-03-24,7458.01,1258.37,63.29,,
PLPC,LANE-19,FY2026-W08,2026-03-24,5461.94,714.08,28.50,,"re-rated, see ticket SC-1182"
PLPC,LANE-21,FY2026-W08,2026-03-24,1989.41,287.29,92.31,,"residential surcharge, disputed"
PLPC,LANE-24,FY2026-W08,2026-03-28,841.72,130.68,332.54,,
PLPC,LANE-25,FY2026-W08,2026-03-27,4465.29,641.38,94.86,,
PLPC,LANE-26,FY2026-W08,2026-03-25,8779.46,878.67,298.42,,
PLPC,LANE-27,FY2026-W08,2026-03-27,7413.74,1272.54,12.77,,
PLPC,LANE-28,FY2026-W08,2026-03-27,9413.92,941.81,315.01,,
PLPC,LANE-30,FY2026-W08,2026-03-28,5177.00,871.49,82.10,,"re-rated, see ticket SC-1182"
PLPC,LANE-31,FY2026-W08,2026-03-26,9732.69,1138.12,22.71,,"re-rated, see ticket SC-1182"
PLPC,LANE-32,FY2026-W08,2026-03-27,894.84,104.17,168.72,,
PLPC,LANE-33,FY2026-W08,2026-03-22,3171.79,350.04,2.96,,"lane closed for two days, volume moved"
PLPC,LANE-34,FY2026-W08,2026-03-28,3307.12,480.34,251.31,,
PLPC,LANE-35,FY2026-W08,2026-03-26,1932.20,235.10,226.95,,
PLPC,LANE-36,FY2026-W08,2026-03-24,2884.55,490.21,148.64,,"estimate, invoice not received"
PLPC,LANE-15,FY2026-W09,2026-04-02,598.83,81.29,89.00,,"re-rated, see ticket SC-1182"
PLPC,LANE-16,FY2026-W09,2026-04-04,5633.54,635.72,90.81,,
PLPC,LANE-17,FY2026-W09,2026-04-02,492.70,64.53,5.57,,"split shipment, one pallet held at origin"
PLPC,LANE-18,FY2026-W09,2026-04-01,1291.63,130.71,287.17,,"split shipment, one pallet held at origin"
PLPC,LANE-19,FY2026-W09,2026-03-29,3479.31,532.00,10.52,,"estimate, invoice not received"
PLPC,LANE-20,FY2026-W09,2026-04-03,5540.08,699.63,296.23,,
PLPC,LANE-21,FY2026-W09,2026-03-29,7573.09,1231.84,47.33,,"lane closed for two days, volume moved"
PLPC,LANE-22,FY2026-W09,2026-04-02,4154.37,633.39,276.04,,
PLPC,LANE-24,FY2026-W09,2026-03-29,1514.56,168.35,221.32,,
PLPC,LANE-25,FY2026-W09,2026-04-03,1843.91,319.18,7.56,,
PLPC,LANE-26,FY2026-W09,2026-04-02,8103.35,977.77,113.78,,
PLPC,LANE-27,FY2026-W09,2026-03-29,2406.02,327.48,17.02,,
PLPC,LANE-28,FY2026-W09,2026-04-03,2412.95,265.64,47.27,,carrier credit applied
PLPC,LANE-29,FY2026-W09,2026-04-02,8575.30,1329.47,2.78,,
PLPC,LANE-30,FY2026-W09,2026-04-03,7784.93,1156.83,25.03,,
PLPC,LANE-31,FY2026-W09,2026-03-31,6008.57,863.29,332.78,,
PLPC,LANE-32,FY2026-W09,2026-04-03,7145.56,947.85,89.32,,"estimate, invoice not received"
PLPC,LANE-33,FY2026-W09,2026-04-02,7313.74,850.88,144.53,,
PLPC,LANE-34,FY2026-W09,2026-04-04,490.00,83.76,154.56,,"split shipment, one pallet held at origin"
PLPC,LANE-35,FY2026-W09,2026-03-29,2488.50,421.32,229.11,,
PLPC,LANE-36,FY2026-W09,2026-04-02,6549.21,663.11,16.00,,
PLPC,LANE-37,FY2026-W09,2026-04-01,8878.40,1112.24,7.45,,
PLPC,LANE-38,FY2026-W09,2026-04-03,1758.55,204.65,162.96,,"split shipment, one pallet held at origin"
PLPC,Subtotal,FY2026-P02,,618311.29,83365.67,20764.12,,
MWLG,LANE-25,FY2026-W05,2026-03-05,4143.26,540.52,302.50,,
MWLG,LANE-26,FY2026-W05,2026-03-01,3848.37,660.82,290.48,,carrier credit applied
MWLG,LANE-26,FY2026-W05,2026-03-07,8170.11,1099.84,29.94,,
MWLG,LANE-27,FY2026-W05,2026-03-05,1690.59,229.76,317.83,,carrier credit applied
MWLG,LANE-27,FY2026-W05,2026-03-04,2839.73,411.80,239.99,,
MWLG,LANE-28,FY2026-W05,2026-03-05,360.27,40.70,107.78,,
MWLG,LANE-29,FY2026-W05,2026-03-01,1271.11,207.50,119.58,,"residential surcharge, disputed"
MWLG,LANE-30,FY2026-W05,2026-03-01,7411.60,763.84,332.34,,"lane closed for two days, volume moved"
MWLG,LANE-30,FY2026-W05,2026-03-04,4126.47,521.10,58.51,,
MWLG,LANE-31,FY2026-W05,2026-03-06,8366.68,1460.23,103.14,,carrier credit applied
MWLG,LANE-31,FY2026-W05,2026-03-01,5330.35,659.35,47.87,,"residential surcharge, disputed"
MWLG,LANE-32,FY2026-W05,2026-03-01,3749.01,447.81,65.81,,
MWLG,LANE-33,FY2026-W05,2026-03-07,478.42,75.21,187.52,,"lane closed for two days, volume moved"
MWLG,LANE-33,FY2026-W05,2026-03-05,9376.11,1330.52,322.54,,"split shipment, one pallet held at origin"
MWLG,LANE-34,FY2026-W05,2026-03-01,8158.13,1160.93,181.80,,
MWLG,LANE-35,FY2026-W05,2026-03-02,8984.39,1475.47,123.21,,
MWLG,LANE-36,FY2026-W05,2026-03-07,7775.52,1240.88,203.21,,
MWLG,LANE-37,FY2026-W05,2026-03-06,7776.98,1024.40,40.33,,
MWLG,LANE-38,FY2026-W05,2026-03-07,1068.97,161.65,246.40,,
MWLG,LANE-38,FY2026-W05,2026-03-06,3054.76,481.60,323.25,,
MWLG,LANE-38,FY2026-W05,2026-03-05,5731.38,833.98,199.03,,
MWLG,LANE-39,FY2026-W05,2026-03-04,7591.88,1232.90,80.98,,
MWLG,LANE-40,FY2026-W05,2026-03-03,5533.94,726.79,170.53,,
MWLG,LANE-41,FY2026-W05,2026-03-05,3348.72,369.77,216.99,,
MWLG,LANE-42,FY2026-W05,2026-03-01,5612.96,923.75,211.12,,
MWLG,LANE-43,FY2026-W05,2026-03-01,2430.59,421.86,17.68,,"residential surcharge, disputed"
MWLG,LANE-44,FY2026-W05,2026-03-04,6873.00,1072.60,284.09,,
MWLG,LANE-44,FY2026-W05,2026-03-06,1489.85,175.22,1.66,,
MWLG,LANE-25,FY2026-W06,2026-03-12,864.09,149.51,300.67,,
MWLG,LANE-26,FY2026-W06,2026-03-11,5872.37,1010.27,277.23,,carrier credit applied
MWLG,LANE-28,FY2026-W06,2026-03-11,2376.67,240.96,109.35,,"lane closed for two days, volume moved"
MWLG,LANE-29,FY2026-W06,2026-03-11,8174.73,1397.10,85.54,,"split shipment, one pallet held at origin"
MWLG,LANE-30,FY2026-W06,2026-03-10,6098.17,964.83,23.12,,
MWLG,LANE-31,FY2026-W06,2026-03-11,5842.23,974.31,265.91,,"lane closed for two days, volume moved"
MWLG,LANE-32,FY2026-W06,2026-03-10,3673.94,475.43,16.56,,
MWLG,LANE-33,FY2026-W06,2026-03-08,8826.91,1554.25,102.25,,"lane closed for two days, volume moved"
MWLG,LANE-34,FY2026-W06,2026-03-09,4514.18,752.99,160.57,,
MWLG,LANE-35,FY2026-W06,2026-03-11,4453.29,721.12,2.60,,
MWLG,LANE-36,FY2026-W06,2026-03-14,5523.62,925.41,104.42,,
MWLG,LANE-37,FY2026-W06,2026-03-10,9238.35,987.49,311.55,,
MWLG,LANE-38,FY2026-W06,2026-03-10,3097.24,411.59,177.44,,carrier credit applied
MWLG,LANE-39,FY2026-W06,2026-03-12,5362.81,555.29,264.71,,
MWLG,LANE-40,FY2026-W06,2026-03-09,4258.13,613.30,291.06,,"lane closed for two days, volume moved"
MWLG,LANE-42,FY2026-W06,2026-03-08,4449.31,637.29,115.38,,"lane closed for two days, volume moved"
MWLG,LANE-43,FY2026-W06,2026-03-14,7922.42,1355.72,334.98,,
MWLG,LANE-44,FY2026-W06,2026-03-08,6415.10,732.92,153.42,,
MWLG,LANE-25,FY2026-W07,2026-03-18,8633.18,1402.84,151.59,,"re-rated, see ticket SC-1182"
MWLG,LANE-26,FY2026-W07,2026-03-16,4491.32,531.38,106.26,,
MWLG,LANE-27,FY2026-W07,2026-03-19,9694.59,1478.99,78.18,,carrier credit applied
MWLG,LANE-28,FY2026-W07,2026-03-17,6421.11,909.74,185.50,,"estimate, invoice not received"
MWLG,LANE-29,FY2026-W07,2026-03-21,976.61,169.69,314.71,,
MWLG,LANE-30,FY2026-W07,2026-03-16,7028.90,991.84,218.72,,"re-rated, see ticket SC-1182"
MWLG,LANE-30,FY2026-W07,2026-03-16,4943.41,705.21,79.84,,"lane closed for two days, volume moved"
MWLG,LANE-31,FY2026-W07,2026-03-18,8270.69,1112.84,291.24,,
MWLG,LANE-32,FY2026-W07,2026-03-19,3808.38,406.19,303.30,,"lane closed for two days, volume moved"
MWLG,LANE-33,FY2026-W07,2026-03-21,8428.93,1049.57,197.86,,
MWLG,LANE-33,FY2026-W07,2026-03-19,6769.09,980.75,312.03,,"split shipment, one pallet held at origin"
MWLG,LANE-34,FY2026-W07,2026-03-15,5761.69,605.53,143.54,,
MWLG,LANE-35,FY2026-W07,2026-03-18,4633.95,577.28,61.92,,"estimate, invoice not received"
MWLG,LANE-36,FY2026-W07,2026-03-16,2336.35,253.36,26.16,,
MWLG,LANE-37,FY2026-W07,2026-03-18,4697.49,724.35,14.28,,"estimate, invoice not received"
MWLG,LANE-38,FY2026-W07,2026-03-18,8759.90,1233.71,213.42,,carrier credit applied
MWLG,LANE-39,FY2026-W07,2026-03-20,3030.88,450.74,268.02,,
MWLG,LANE-39,FY2026-W07,2026-03-20,3392.77,428.24,269.12,,"residential surcharge, disputed"
MWLG,LANE-40,FY2026-W07,2026-03-15,9753.94,1106.64,318.10,,
MWLG,LANE-41,FY2026-W07,2026-03-20,9474.82,1215.30,1.78,,"split shipment, one pallet held at origin"
MWLG,LANE-41,FY2026-W07,2026-03-18,2930.86,378.82,33.24,,
MWLG,LANE-42,FY2026-W07,2026-03-19,2258.24,337.48,128.82,,"estimate, invoice not received"
MWLG,LANE-43,FY2026-W07,2026-03-19,4568.57,527.90,334.06,,
MWLG,LANE-44,FY2026-W07,2026-03-21,7529.04,758.19,120.73,,
MWLG,LANE-25,FY2026-W08,2026-03-22,3505.25,512.57,224.68,,"estimate, invoice not received"
MWLG,LANE-25,FY2026-W08,2026-03-24,9291.66,1392.85,181.97,,"lane closed for two days, volume moved"
MWLG,LANE-26,FY2026-W08,2026-03-24,3511.60,546.01,246.79,,
MWLG,LANE-26,FY2026-W08,2026-03-28,2992.21,388.64,312.78,,
MWLG,LANE-27,FY2026-W08,2026-03-27,3624.19,525.60,232.79,,
MWLG,LANE-27,FY2026-W08,2026-03-23,6399.86,736.66,34.04,,"split shipment, one pallet held at origin"
MWLG,LANE-28,FY2026-W08,2026-03-22,6681.37,1089.97,326.94,,"re-rated, see ticket SC-1182"
MWLG,LANE-29,FY2026-W08,2026-03-22,8183.74,822.61,225.10,,
MWLG,LANE-30,FY2026-W08,2026-03-25,6226.93,677.67,123.93,,"lane closed for two days, volume moved"
MWLG,LANE-31,FY2026-W08,2026-03-26,8275.82,997.84,72.99,,"split shipment, one pallet held at origin"
MWLG,LANE-32,FY2026-W08,2026-03-24,4491.06,478.45,104.63,,
MWLG,LANE-33,FY2026-W08,2026-03-25,1621.34,250.54,235.64,,
MWLG,LANE-34,FY2026-W08,2026-03-22,9745.64,1039.84,285.08,,"estimate, invoice not received"
MWLG,LANE-35,FY2026-W08,2026-03-24,2872.42,302.57,29.43,,
MWLG,LANE-36,FY2026-W08,2026-03-25,574.72,77.53,182.50,,
MWLG,LANE-36,FY2026-W08,2026-03-25,8840.83,1465.03,148.83,,
MWLG,LANE-37,FY2026-W08,2026-03-22,5822.95,878.88,109.89,,
MWLG,LANE-38,FY2026-W08,2026-03-24,3101.50,336.32,100.93,,
MWLG,LANE-38,FY2026-W08,2026-03-26,248.20,34.22,159.73,,"lane closed for two days, volume moved"
MWLG,LANE-39,FY2026-W08,2026-03-28,2831.08,407.49,6.43,,
MWLG,LANE-39,FY2026-W08,2026-03-23,3800.10,595.00,41.09,,"re-rated, see ticket SC-1182"
MWLG,LANE-40,FY2026-W08,2026-03-26,5339.96,558.57,104.50,,
MWLG,LANE-41,FY2026-W08,2026-03-22,2818.62,445.79,126.28,,
MWLG,LANE-42,FY2026-W08,2026-03-23,632.46,75.64,46.39,,
MWLG,LANE-42,FY2026-W08,2026-03-28,3528.23,600.80,212.10,,
MWLG,LANE-43,FY2026-W08,2026-03-26,9571.33,1433.00,331.89,,carrier credit applied
MWLG,LANE-44,FY2026-W08,2026-03-23,5449.93,765.05,63.82,,"split shipment, one pallet held at origin"
MWLG,LANE-25,FY2026-W09,2026-04-02,9284.77,1563.27,18.72,,"residential surcharge, disputed"
MWLG,LANE-26,FY2026-W09,2026-04-03,3801.57,559.33,99.65,,"lane closed for two days, volume moved"
MWLG,LANE-27,FY2026-W09,2026-03-31,7800.16,1199.90,39.34,,carrier credit applied
MWLG,LANE-27,FY2026-W09,2026-03-29,4972.09,836.96,334.45,,"re-rated, see ticket SC-1182"
MWLG,LANE-28,FY2026-W09,2026-04-03,5051.63,687.53,203.73,,
MWLG,LANE-28,FY2026-W09,2026-04-02,8157.85,837.78,287.49,,"lane closed for two days, volume moved"
MWLG,LANE-29,FY2026-W09,2026-04-03,7673.14,1293.17,68.05,,
MWLG,LANE-30,FY2026-W09,2026-04-04,213.45,37.41,8.82,,
MWLG,LANE-31,FY2026-W09,2026-04-03,8624.46,1090.93,223.70,,
MWLG,LANE-32,FY2026-W09,2026-04-04,2992.60,349.64,178.70,,
MWLG,LANE-32,FY2026-W09,2026-04-04,2886.13,384.85,234.63,,"estimate, invoice not received"
MWLG,LANE-33,FY2026-W09,2026-04-01,4943.77,724.70,145.55,,
MWLG,LANE-34,FY2026-W09,2026-04-03,1497.57,249.73,271.68,,carrier credit applied
MWLG,LANE-35,FY2026-W09,2026-03-29,2361.23,269.39,277.46,,"re-rated, see ticket SC-1182"
MWLG,LANE-36,FY2026-W09,2026-03-29,7476.34,1253.28,303.17,,"re-rated, see ticket SC-1182"
MWLG,LANE-37,FY2026-W09,2026-03-29,4270.28,686.33,313.24,,"lane closed for two days, volume moved"
MWLG,LANE-38,FY2026-W09,2026-04-02,8829.51,1466.64,35.46,,
MWLG,LANE-39,FY2026-W09,2026-04-03,1880.23,321.59,75.22,,
MWLG,LANE-40,FY2026-W09,2026-03-31,9753.81,1316.99,8.47,,"estimate, invoice not received"
MWLG,LANE-41,FY2026-W09,2026-04-01,3727.45,429.83,330.96,,
MWLG,LANE-41,FY2026-W09,2026-04-03,1405.55,237.50,70.01,,"residential surcharge, disputed"
MWLG,LANE-41,FY2026-W09,2026-04-01,5988.14,871.08,293.00,,
MWLG,LANE-42,FY2026-W09,2026-04-02,9605.66,1334.66,283.16,,carrier credit applied
MWLG,LANE-43,FY2026-W09,2026-03-31,7525.05,1280.58,74.35,,"split shipment, one pallet held at origin"
MWLG,LANE-44,FY2026-W09,2026-04-03,6364.65,883.08,227.43,,"estimate, invoice not received"
MWLG,LANE-44,FY2026-W09,2026-04-01,4599.14,476.69,176.05,,carrier credit applied
MWLG,Subtotal,FY2026-P02,,643820.65,90625.14,20948.95,,
Total,,,,6337263.61,462632.44,204140.80,,
